artist_id	artist_name	genres
5419	Micke Muster	Pop|Glam rock|Grime|Sacred|Acid rock|Gospel|Post-punk|Acid rock|Metallic Doom Rock|Clownstep|Glam rock|Progressive rock
5420	Webb Pierce	G-funk|Baroque|Metallic Doom Rock|Indie pop|Ambient Dub|Progressive Southern Gospel
5421	Misao Senbongi, Shusaku Uchiyama	Harsh noise|Psychedelic rock|Christian alternative rock
5422	Kingston Wall	Harsh noise|Bozlak|Heavy metal|Doo-wop|Bluegrass|Electronic opera|Pop|Electronic dance
5424	Motora	Doo-wop|Urban Rapublic
5425	Batfinks	Doo-wop|Heavy metal|Techno|Psychedelic rock|Punk blues|Classical Piano|Visual Kei|Harsh noise|Music of Rostov|Pop|Bluegrass|Power trio|Electronic art|Trip hop
5426	Billie the Vision & the Dancers	Filmi|Visual Kei|Doo-wop|Electronic opera|Hard trance|Trip hop|Techno|Carnatic|Salsa|Pop|Electronic art|Neo-classical metal|Bluegrass|Bozlak|Go go|Tech house|Pung cholom|Jazz-funk|Metamorphic|Carnatic|Hard trance
5427	Bobby Swanson	Tropotianka|Punk blues|Doo-wop|Salsa|Speed metal|Disco|Grunge|Progressive metal|Glam punk|Go go|Neo-classical metal|Alternative dance|Kecapi suling|Electronic art|Speed metal|Electronic opera|Punk blues|Protopunk|Música Popular Brasileira|Sacred|Seven-string guitar|Dark jazz|Post-hardcore|Crunk|Metallic Doom Rock|Rapcore|Music of Montenegro|Viking metal|Visual Kei
5428	Onie Wheeler	Music of Montenegro|G-funk|Pop|Classic rock|Contemporary Folk|Alternative rock|Neo-classical metal|Bluegrass|Psychedelic rock|Chicken scratch|Emo violence|Reggae|Alternative rock|Grime|Black metal|Bozlak|Micronesian|Metallic Doom Rock|Beard punk|Sacred|Music of Montenegro|Mizik rasin|Power electronics|Soul, Pop, RnB, Gospel, Hip Hop|Music of Montenegro|Two Tone Ska
5429	Joyce Green	Psychedelic rock|Bluegrass|Christian alternative rock|Soul, Pop, RnB, Gospel, Hip Hop|Mambo|Electronic art|Electronic opera|Mizik rasin|Reggae|Acid rock|Pop|Pop rap|Grindcore|Two Tone Ska|Industrial|Music of Montenegro|Melodic hardcore|Acid rock|Power trio|Grime
5430	psalmenundlieder	Psychedelic rock|G-funk|Techno|Doo-wop|Bluegrass|Japanese Pop|Clownstep|Music of Montenegro|Acid rock|Alternative rock|Hard trance|Adult album alternative|Tango|Acid house|Soul, Pop, RnB, Gospel, Hip Hop|Pro-zabavna
5431	Wayne Hancock	Rockabilly|Kirana Gharana|Psychedelic rock|Agung|Two Tone Ska|Punk blues|Old school hip hop|Renaissance|Candy punk|Horror film score|Agung
5432	Martha Carson	
5433	Al Downing	Two Tone Ska|Grunk|Psychedelic rock
5434	Dave Edmunds	Music of Montenegro|Alternative rock|Bozlak|Zouk chouv
5435	Bobby Lord	Music of Montenegro|Breakbeat hardcore|Zouk chouv|Neo-classical metal|Video game|Pop|Grindcore|Punk blues|Hip Hop|Music of Rostov|Grime|Mozarabic chant|Alternative rock|Music of Montenegro|Psychedelic rock|Metallic Doom Rock
5436	Finnhits 8	Breakbeat hardcore|Jam rock|Gospel|Hardcore punk|Metallic Doom Rock|Emo|Gothic rock|Christian rock|Music of Rostov|Hardcore techno|Alternative rock|G-funk|Post-rock|Power noise|Grindcore|Vocal Improvisation|Hard rock|Jam band|New Wave|Punk blues|Sacred|Acid techno|Trip hop|Manila sound|Mozarabic chant|New Wave
5437	Esa Pakarinen	G-funk|Alternative rock
5438	City of the Lost	Grindcore|Pop|Grindcore|Acid rock|Jam rock|Psychedelic rock|Paraguayan polka|Ghetto Rock|Industrial|Acid rock|Trance
5439	Hal Harris	Alternative dance|Horror film score|Classical Piano|Maqam al-iraqi|Belgian hip hop|G-funk|Polkacore|Serbian rock|Punk blues|Jazz
5440	The Rock'n'Roll Kamikazes	Belgian hip hop|Old school hip hop|Melodic hardcore|Punk blues|Downbeat|Grunk|Neo-classical metal|Tropotianka|Rare groove|Electronic body|Opera|Micronesian|Musical comedy
5441	Nat Couty	Pop|Mambo|Nu metal|Japanese Pop|Acid rock|Minimal techno|Synthpop|Psychedelic trance|Power electronics|Acid rock|Acid rock
5442	The Go-Katz	Mozarabic chant|Pop|Ska jazz|Music of Rostov|Dub poetry|Neo-classical metal|Dub poetry|Psychedelic rock|Electronic art|G-funk|Post-rock|Mambo|Deathrock|Lo-fi|Bluegrass|Bluebeat|Old school hip hop|Deathrock|Beleganjur|Pop rap|Urban jazz|Manila sound|Polkacore|Soul, Pop, RnB, Gospel, Hip Hop|Electronic body|Trance genres|New Orleans rhythm and blues|Dub poetry
5443	Gene Maltais	Tropotianka|Grunge|Punk blues|Doo-wop|Speed metal|Salsa|Salegy|Heavy metal|Techno|Adult album alternative|Dark jazz|Glam punk|Punk blues|Música Popular Brasileira|Disco|Pung cholom|Tientos|Punk blues|Bertsolaritza
5444	Bill Allen	Neo-classical metal|Grunge|Música Popular Brasileira|Tropotianka|Speed metal|Acid techno|Go go
5445	The Jodimars	Tech House|Italian popular|Neo-classical metal|Tropotianka|Punk blues|Filmi|Crust punk|Merengue Tipico|Doo-wop|Psychedelic rock|Trip hop|Goregrind|Jam rock|Pop|Darkcore|Speed metal|Italian popular|Glam metal|Neoclassicism|Grunk|Sludge metal|Madrigal|Speed metal|Bluegrass|Alternative dance|Grunge|Post-rock|Modal jazz|Acid techno|Music of Montenegro|Computer Rock|Old school hip hop|Oldschool jungle|Heavy metal|Adult album alternative|Deathrock|Maqam al-iraqi|Moshcore|Deathcore|Soul, Pop, RnB, Gospel, Hip Hop|Opera
5446	Mickey Hawks	Salegy|Tropotianka|Punk blues|Go go|Grunge|Doo-wop|Virtual band|Techno|Alternative dance|Trip hop|Heavy metal|Dubstep
5447	Brad Suggs	Disco|Extempo|Doo-wop|Teen pop|Electronic art|Madrigal|Electronic opera|Salegy|Tropotianka|Southern rock|Dark jazz|Progressive metal
5448	Dale Vaughn	
5449	DJ Shog	Grunge
5450	Rockin' Ryan & The Real Goners	Tropotianka|Acid techno|Grunge|Kecapi suling|Doo-wop|Salsa|Speed metal|Hi-NRG|Salegy|Tientos|Jazz blues
5451	Sugarush	Emo|Jam rock|Pop|Psychobilly|Grindcore|Funk metal|Mathcore
5452	Thermostatic	Grunge|Tropotianka|Belgian hip hop|Psychedelic rock|Acid techno|Doo-wop|Salsa|Techno|Classical Piano|Horror film score|Punk blues|Horror film score
5453	Lesbian Boy	Acid rock|Pop|G-funk|Electronic opera|Gaelic|Christian alternative rock|Show tune|Choral|Grunk|Acid rock|Acid rock|Seven-string guitar|Old school hip hop|Rabindasangeet|Two Tone Ska|Romance|Video game|Afro-juju|Early
5454	Hacienda	Psychedelic rock|Trance|Pop|Christian alternative rock|Power electronics|Grindcore|Melodic hardcore|Grime|Old school hip hop|Romance|Reggae rock|Trance|Bluegrass|Folk rock|Electronic opera|Experimental|Ragga|Perico ripiao
5455	Grossstadtgeflüster	Grime|Grindcore|Pop|Acid rock|Grunk|Music of Montenegro|Video game|Two Tone Ska|Christian alternative rock|Folk rock|Electronic art|Neo-classical metal|Bluegrass|Computer Rock|Bozlak|Old school hip hop|Mizik rasin|Go go|Electronic opera|Mambo|Acid rock
5456	Mikael Simpson	Jam band|Jam rock|Grindcore|Post-rock|Emo|Pop|Samba|Grebo
5457	Blue Foundation	Psychedelic rock|Metallic Doom Rock|Video game|Sacred|Music of Montenegro
5458	Frygtløs	Psychedelic rock
5459	Klovn	Alternative dance|Old school hip hop|Belgian hip hop|Computer Rock|String band|Two Tone Ska|Horror film score
5460	Screamheads	Psychedelic rock|Pop|Grindcore|Grime|Acid rock|Electronic opera|Music of Montenegro|Melodic hardcore|Christian alternative rock|Glam rock|Salsa erotica|Synthpunk|Bluegrass
5461	Dub Tractor	Grunk|Museve
5462	Teitur	Acid rock|Pop|Extreme|Acid rock|Sacred|Psychedelic rock|Gospel|Metallic Doom Rock|Post-punk|Mambo|Doo-wop|Bozlak
5463	People Press Play	Pop|Goa trance|Metallic Doom Rock|Industrial|Post-punk|Gospel|Japanese Pop|Psychedelic rock|Acid rock|Bozlak|Nu metal|Goa trance|Clownstep|Folk rock|Folk rock|Grime|Acid rock|Music of Montenegro
5464	Copyfokking	Alternative dance|Horror film score|Agung|Grunge|Punk blues|Belgian hip hop|Bozlak|Renaissance|Zouk
5465	Pennywise	Psychedelic rock|Post-bakalao|Sacred
5466	Whatever	Bluegrass|Go go|Progressive metal|Kecapi suling|Doo-wop|Neo-classical metal|Metallic Doom Rock|Melodic hardcore|Neo-klezmer|Dark jazz|Reggae|Latin house|hip hop
5467	August	Alternative dance|Pshico metal|Classical Piano|Bozlak|Horror film score|Two Tone Ska|Neo-classical metal|Horror punk|Plainsong|Italo disco|Belgian hip hop|Grunge|Old school hip hop
5468	ovia	Pop|Doom metal|Jam rock|Grindcore|Grindcore|Funk metal|Electronic art|Music of Wyoming|Baroque pop|Bozlak|Metallic Doom Rock|Trance|Breakbeat hardcore|Kadans|Gospel|Emo|Psychedelic rock|Video game|Post-rock|Emo violence
5469	Mark Cochrane	Psychedelic rock|Grunk|Grime|Bluegrass|Pop|Music of Montenegro|Experimental|Emo violence|Hip Hop|Gaelic
5470	Simon Crum	Psychedelic rock|Christian alternative rock|Electronic opera|Old school hip hop|Post-bakalao|Two Tone Ska|Manila sound|Video game|Skate rock|Skate rock
5471	Joey Michaels	Two Tone Ska|Music of Montenegro|Psychedelic rock|Pop|Grunk|Punk blues|Black metal|Alternative dance|Acid rock|Video game|Music of Montenegro
5473	Браво	Two Tone Ska|Old school hip hop|Romance|Choral|Tropotianka|Punk blues|Kirana Gharana|G-funk|Music of Montenegro|Breakbeat hardcore|Classical Piano|Christian alternative rock|Grindcore|Pop|Belgian hip hop|Bluegrass|Grunge|Reggae rock|Choral
5474	Lisa Germano	G-funk|Pop|Alternative rock|Psychedelic rock|Music of Montenegro|Adult album alternative|Son Huasteco|Bozlak|Grime|Punk rock|Neo-classical metal|Bluegrass|Electronic art|Go go
5475	Anggun	Classical Piano|Pshico metal|Belgian hip hop|Alternative dance|Ramkbach|Two Tone Ska
5476	Al Green	Emo|Grindcore|Grindcore|Avant-garde|Baisha xiyue|Metallic Doom Rock
5477	Jackie Gotroe	Pop|Jam rock|Grindcore|Sacred|Kirana Gharana|Emo|Emo
5478	Keith Courvale	Psychedelic rock|Grime|Grindcore|Pop|Two Tone Ska|Video game|Mizik rasin|Music of Montenegro|Acid rock|Old school hip hop|Metallic Doom Rock|Samba rock|Christian alternative rock|Black metal|Sacred|G-funk|Bluegrass|Grunge|Electronic opera|Electronic art|Acid rock
5479	Tommy Steele	Belgian hip hop|Grunk
5481	Memotone	Psychedelic rock|Music of Montenegro|Punk blues|Two Tone Ska|Bluegrass|Melodic hardcore|Old school hip hop|Grime|Video game
5482	Julian Cope	Psychedelic rock|Grime|Power electronics|Indian folk|Grindcore|Old school hip hop|Reggae|Pop|Indian folk|Bluegrass|Black metal|Doo-wop|G-funk|Acid rock|Alternative rock|Romance|Soul, Pop, RnB, Gospel, Hip Hop|Alternative rock|Synthpunk|Bluebeat|Sinawi|Acid rock|Jazzstep|Indian folk|Indian folk|Psychedelic rock|Psychedelic rock
5483	Caitlin Canty	Psychedelic rock|Music of Montenegro|G-funk
5484	Amoral	Grindcore|Pop|Grindcore|Oi!|Emo violence|Jam rock|Power electronics|Indian folk|Gamelan Siteran|Breakbeat hardcore|Emo violence
5487	Julie Driscoll	Alternative dance|Grunge|Punk blues|G-funk|Computer Rock|Doo-wop|Funk|Old school hip hop|Classical Piano|Tropotianka|Salsa|Music of Montenegro|Electronic opera|Bozlak|Micronesian
5488	Charles Earland	Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Grime|Music of Montenegro|Two Tone Ska|Pop|Reggae|Christian alternative rock|Electronic art|Grindcore|Mizik rasin|Pop rap|Electronic opera|Classic rock|Old school hip hop|Video game|Mambo|Acid rock
5489	La Clave	melodic instrumental|Classical Piano|Italian classical|G-funk|Psychedelic rock|Pop|Blues|Arch sing|Musical comedy|Belgian hip hop|Pop|Bluegrass|Alternative dance|Japanese Pop|Progressive rock|Electronic opera|String band|Maqam al-iraqi|Intelligent drum and bass|Rare groove|Gothic metal|Prayer|Islamic|Jazz|Noise|Bhavageete
5490	The Gimmicks	G-funk|Bozlak|Classic rock
5491	Johnny Bristol	
5492	Gilberto Gil	Psychedelic rock|Post-bakalao|Christian alternative rock|Electronic opera|Rabindasangeet|Classical Piano|Grindcore|Kirana Gharana|Avant-garde jazz|Music of Montenegro|Romance|Finnish hip hop|Hungarian rock
5493	Galt MacDermot	Metallic Doom Rock|Gospel|Psychedelic rock|Acid rock|Grime|Contemporary Folk|Acid rock|Acid rock|Sacred|Glam rock|Two Tone Ska|Grindcore|Doo-wop|Post-punk
5494	John Cameron	Bluegrass
5495	Trio Rio 65	
5496	Nuyorican Soul	Blues|Acid jazz|Jam rock|Drum and bass|Skiffle|G-funk|Goregrind|Grindcore
5497	New Duncan Imperials	G-funk|Virtual band|Doo-wop|Sam|Punjabi Dances|Clownstep|Post-punk|Kusemai|Speed metal|Psychedelic rock|Metallic Doom Rock|Breakbeat hardcore|Alternative rock|Salsa|Gospel|Music of Montenegro|Visual Kei|Adult album alternative|IDM|Maskanda
5498	pakt	Doo-wop|Computer Rock|Barbershop|Alternative dance|Renaissance|Agung|Salsa|Virtual band|Punk blues|Horror film score|Metallic Doom Rock|Verdiales|Agung|Agung|Grunk|Belgian hip hop|Modal jazz|Acid techno|Melodic hardcore|Southern Gospel|Merenrap|Country blues
5499	Ashbury Heights	Post-punk|Modal jazz|Metallic Doom Rock|Pop|Clownstep|Virtual band|Grunge|Gospel|Alternative dance|Doo-wop|Modal jazz|Show tune|Psychedelic rock|Mozarabic chant|Punk blues|Salsa|Cuban Hip Hop Latin Electronic|G-funk|Synthpop|Industrial|Música Popular Brasileira|Breakbeat hardcore|Educational
5500	Absurd Minds	Breakbeat hardcore|Pop|G-funk|Doo-wop|Kirana Gharana|Gospel|Ramkbach|Adult album alternative|British Invasion|Mozarabic chant|Avant-garde jazz
5501	NamNamBulu	Psychedelic rock|Pop|Acid rock|Seven-string guitar|Acid rock|Grime|Disc jockey|Breakbeat|Changui|Techno|Doo-wop|Salsa|Neo-classical metal|Industrial|Ppongtchak|Electronic opera|Trip hop|Heavy metal|Go go|Urban Rapublic|Bhawaiya|Harsh noise|P-Funk|Tech House
5502	Code 64	Sonata form|African Rap
5503	Huumori	Japanese Pop|Seven-string guitar|Nu metal|Jam rock|Boogaloo|Italo house|Sacred|Metallic Doom Rock
5504	Emilie Autumn	Salsa|Kusemai|Visual Kei|Salegy|Grunge|Sacred|Virtual band|Danzón|Punk blues|Psychedelic rock|Pop-rap|Acid techno|Heavy metal|Metallic Doom Rock|Speed metal|Post-punk|Deathrock|Neo-classical metal|Alternative dance|Electronic opera|Danzón|Glam punk|Manila sound
5505	Santos Bonacci	
5506	Patrick Hernandez	Pop|Sacred|Latin pop|Metallic Doom Rock|Post-punk|Psychedelic rock|Gospel|Post-bakalao|Music of Montenegro|Rabindasangeet|Jam rock|Madrigal|G-funk|Acoustic guitar|Acid rock
5507	Kosta Rodriguez Feat. Amy	Electronic opera|Doo-wop|Techno|Trip hop|Jazz-funk
5508	Shirley Jones	Heavy metal|Harsh noise|Doo-wop|Salsa|Trip hop|Finnish hip hop|Madrigal|Psychedelic rock|Glam punk|Visual Kei|Grunk|Kirana Gharana|Rapcore|Power trio|Hard trance|Acid house|Indian classical|Choral|Speedrock|Sega|Hard trance|Sega|Techno Bass|Christian alternative rock
5509	The Four Tops	African Rap
5510	Afterlife	Metallic Doom Rock|Sacred|Doo-wop|Christian alternative rock|Post-punk|Gospel|Electronic opera|Electronic art|Sonata form|Electro pop|Salsa|Emo|Shibuya-kei|Japanese Pop|Mambo|Jam rock|Nu metal|Psychedelic rock|Music of Wyoming|Visual Kei|Psychedelic trance|Trance|Afro-Caribbean|Deathrock|Power electronics|Shibuya-kei
5511	Slow Train	Electronic opera|Electronic art|Acoustic guitar|Psychedelic rock|Pop|Trip hop|Neo-classical metal|Bluegrass|Bozlak|Go go|Bounce|Madrigal|Techno|Doo-wop|Madrigal|Heavy metal|Neo-klezmer|New Weird America|Chaabi|Rock and Roll
5512	Stacie Orrico	Psychobilly|Celtic punk|Jam rock|Vocal Improvisation|Post-rock|Grindcore|Opera|Pop|Hard rock
5513	Kante	Acoustic guitar|Psychedelic rock|Electronic opera|Madrigal|Harsh noise|Perico ripiao|Sega
5514	Aloe Blacc	Doo-wop|Techno|Trip hop|Alternative dance|Salsa|Heavy metal|Psychedelic rock|Harsh noise|Punk blues|Visual Kei|Metallic Doom Rock|Tropotianka|Disco|Rhythm and blues|Virtual band|Grunge|Christian alternative rock|Pop|Classical Piano|Urban Rapublic|Sacred|Industrial|Acid techno|Polkacore|Renaissance|Dubstep|P-Funk|Bhawaiya|Broken beat
5515	One Life Left	Danzón
5516	Holymen	Tropotianka
5517	Astral Projection	Celtic punk|Emo|Pop|Jam rock|Bluegrass|Breakbeat hardcore|Vocal Improvisation|Alternative metal
5518	Utah Saints	Sacred|Psychedelic rock|Metallic Doom Rock|Post-punk|Clownstep|Bozlak|College rock|G-funk|Virtual band|Dream pop|Bluebeat
5519	Donovan	Bozlak|Clownstep|G-funk|Metallic Doom Rock|Post-punk|Music of Montenegro|Psychedelic rock|Punk blues|Punjabi Dances|Pop|Old school hip hop|Doo-wop|Acid techno|Grunge|Música Popular Brasileira|Microhouse|Neo-classical metal|Tropotianka|Gospel|Salsa|Bluebeat
5520	Backyard Babies	Neo-classical metal|Tropotianka|Doo-wop|Madrigal|Madrigal|Punk blues|Kecapi suling|Progressive|Kecapi suling|Indorock|Grunk|Salsa|Pop|Alternative dance|Japanese Pop|Progressive rock|Metallic Doom Rock|Gospel|Black ambient|Kecapi suling|Progressive metal|Nu metal|Harmoniemusik
5521	Children Of Boredom	Acoustic guitar|Madrigal|Madrigal|Madrigal|Sacred|Doo-wop|Virtual band|Acid techno|Neo-klezmer|Salsa|Neo-classical metal|Bluegrass|Cubaton|Teen pop|Freak folk|Neo-klezmer|Kosmische Musik|Indorock|Chutney
5522	Triangle Sun	Classic rock|Beleganjur|Electronic art|Music of Montenegro|Bluegrass|Futurepop|Mod Revival|Qasidah modern|Madrigal|Punk blues|Sacred|Madrigal|Virtual band|Bozlak|Ramkbach|Neo-klezmer|Tropotianka|British Invasion|Freak folk|Mod Revival|Circus Tribute|Kecapi suling|Soul, Pop, RnB, Gospel, Hip Hop|Reggae|UK hardcore|UK hardcore|Dark ambient|4-beat
5523	Andrew Gold	Rapcore|Madrigal|Electronic art|Acoustic guitar|Madrigal|Bluegrass|Pop|Roots reggae|Music of Montenegro|Metallic Doom Rock|Bozlak|Punk blues|G-funk|Standards|Sacred|Psychedelic rock|Glam punk|Speed metal|Neo-classical metal|Electronic opera|Kosmische Musik|Ramkbach|Go go|Madrigal|Intelligent drum and bass|Symphonic black metal|Happy hardcore|Dance-pop
5524	Jens Buchert	Punk blues|Acid techno|Electronic opera|Tropotianka
5525	The Real McKenzies	Bluegrass|Punk blues|Rapcore|Speed metal|UK hardcore
5526	Emma Forman	Classical Piano|Microhouse
5527	Lacrimosa	Madrigal|Melodic hardcore|Acoustic guitar|Neo-klezmer|Neo-classical metal|Salsa|Kecapi suling|Doo-wop|Electroacoustics|Madrigal|Dubstep|Kecapi suling|Speed metal|Music of Montenegro|Electronic opera|Hi-NRG|Teen pop|Neo-klezmer|Kosmische Musik|UK hardcore|Alternative country
5528	Perry Como	Punk blues|Go go|Acid techno|Doo-wop|Tropotianka|Kecapi suling|Kecapi suling|Salsa|Speed metal|Kecapi suling|Grunge|Metallic Doom Rock|Old school hip hop|Harmoniemusik|Ramkbach|Microhouse|Electronic art|Southern rock|Sacred|Disco|Harmoniemusik|Electronic opera
5529	Liverpool Express	Post-punk|Metallic Doom Rock|Pop|Glam rock|Clownstep|Gospel|Bozlak|Music of Montenegro|Psychedelic rock|G-funk|Melodic hardcore|Doo-wop|Neo-classical metal|Adult album alternative|Synthpop|Classic rock|Alternative dance|Electronic art|Punk blues|Salsa|Speed metal|Grunge|Acid techno|Mambo|Two Tone Ska|Glam rock
5530	Vanilla Ice	Madrigal|Doo-wop|Speed metal|Acoustic guitar|Salsa|Sacred|Neo-klezmer|Madrigal|Metallic Doom Rock|Virtual band|Pop|Neo-klezmer|Teen pop|Punk blues|Post-punk|Electronic art|Speed metal|Neo-classical metal|Gospel|Acid techno|Indorock|Psychedelic rock|Modal jazz|Trip hop|Kosmische Musik|Cubaton|Electronic opera|Nigun
5531	Cameo	Clownstep|Acid techno|Sacred|Doo-wop|Metallic Doom Rock|Psychedelic rock|Pop|Gospel|Electronic opera|Show tune|Son Huasteco|Tropotianka|Glam metal|Punk blues
5532	Rains	Power electronics|Indian folk
5533	Light Of Aidan Feat Note For A Child	Stoner rock|Indian folk|Pop|Mambo|Southern rock|Power electronics|Indian folk
5534	MJ Cole	Psychedelic rock|Pop|Classic rock|Reggae
5535	Malmen	Black metal|Japanese Pop|Samba-enredo|Stoner rock|Noise rock|Música Popular Brasileira|Cprog|Mereng-house
5538	Junior Wells	Power electronics|Pop|String
5539	The Four Blazes	Power electronics|Indian folk|Indian folk
5540	Toussaint Mccall	Danzón|Psychedelic rock|Heavy metal|Techno|Salsa|Pop-rap|Visual Kei|Deathrock|Danzón|Urban Rapublic|Art rock|Danzón
5541	Prince Alec	Black metal|G-funk|String|Music of Montenegro|Bozlak|Psychedelic rock|Puirt à beul|Alternative dance|Classic rock|Nigerian reggae|Neo-classical metal|Pop, RnB, World
5542	Howard Tate	
5543	Ákos Stefi	Punk blues|Doo-wop|Speed metal|Tropotianka|Salsa|Speed metal|Grunge|Glam metal|Alternative dance|Sacred|Metallic Doom Rock|Psychedelic rock|Visual Kei|Old school hip hop|Punk blues|Neo-classical metal|Modal jazz
5544	Soul Surfer	Salsa|Psychedelic rock|Visual Kei|Deathrock|Electronic opera|Sacred|Danzón|Clownstep|Danzón|Choral|Deathrock|Guaguancó|Christian alternative rock|Punk blues|Metallic Doom Rock|Música Popular Brasileira|Old school hip hop|Heavy metal|Kusemai|Cajun|Danzón|Shima uta
5545	Gerd	Neo-classical metal|Kecapi suling|Tropotianka|Go go
5546	Buelent	Música Popular Brasileira|Psychedelic rock|String|Noise rock|G-funk|Grime|Adult album alternative|Italo dance|Speedcore
5547	Deja-Move	Oi!|Pop|Indian folk|Detroit techno|Power electronics|Japanese Pop|Nu metal|Grindcore|Stoner rock|Psychedelic trance|Jam rock|Byzantine|Mereng-house|Indian folk|Cueca|Noise rock|Emo violence|Indian folk|Metallic Doom Rock|Folk metal|Symphonic|Byzantine|Christian soft rock|Christian soft rock
5548	Digital Jockey	
5549	Seductive Souls	Power electronics|Psychedelic rock|Black metal
5551	Zeb	Indian folk|Pop|Power electronics
5552	José Feliciano	Nu metal|Japanese Pop|Jam rock|Folk metal|Psychobilly|Pop|Samba|African Rap|Grindcore|Sonata form|Drum and bass|Canadian rock|Seven-string guitar|Symphonic black metal|Breakbeat|Blues|Metallic Doom Rock|Grunge|Post-rock|Christian rock|Hardcore punk|Acid jazz|Goregrind|Disc jockey|Celtic punk|New Wave|Funkcore|Boogaloo|Tech House|Christian entertainment industry
5553	Jade	Noise rock|Pop|Doo-wop|Black metal|Japanese Pop|Metallic Doom Rock|Seven-string guitar|Psychedelic trance|Power electronics
5555	Kada	Electronic art|Punk blues|Go go|Tropotianka|Grunge|Ramkbach|Classical Piano|Heavy metal
5559	Frente!	Merengue Tipico|Italian popular|Neo-classical metal|Psychedelic rock|Kecapi suling|Go go|Tropotianka|Punk blues|Maqam al-iraqi|Grunk|Doo-wop|Acid techno|Música Popular Brasileira|Trip hop|Kecapi suling
5560	Aim	Neo-classical metal|Kecapi suling|Tropotianka|Punk blues|Kecapi suling|Salsa|Acid techno|Disco|Doo-wop|Pung cholom|Black ambient|Kecapi suling|Glam punk|Electronic opera|Heavy metal|Speed metal|Dark jazz|Progressive metal|Speed metal|Seven-string guitar|Grunge|Acid techno|Trip hop|Applecore|Reggaeton|Extempo|Music of the Cayman Islands|Punk blues|Protopunk|Crunk|Huapango
5561	Simon Says	Punk blues|Heavy metal|Electronic opera|Salsa|Speed metal|Acid techno|Tropotianka|Grunge|Electronic art|Speed metal|Metallic Doom Rock|Visual Kei|Melodic hardcore|Dubstep|Psychedelic rock|Trip hop|Sacred|Go go|Pop|Neo-classical metal|Techno|Glam punk|Progressive metal|Madrigal|Christian alternative rock|Virtual band
5562	Izzi Dunn	Classical Piano|Speed metal|Speed metal
5563	Silence	Doo-wop|Trip hop|Alternative dance
5564	Bobby McFerrin	Black metal|Power electronics|Psychedelic rock|Pop
5565	Leatherface	Punk blues|Doo-wop|Neo-classical metal|Speed metal|Acid techno|Tropotianka|Salsa|Electronic opera|Kecapi suling|Dubstep|Psychedelic rock|Speed metal|Kecapi suling|Pop|Alternative dance|Old school hip hop|Bluegrass|Metallic Doom Rock|Electronic art|Heavy metal
5566	Reinhard Mey	Indian folk|Pop
5567	Microsoft	Classic rock|Stoner rock|Pop|String|Electro|Ppongtchak|Music of Hawaii|Nu metal|Standards|Power electronics|Indian folk|Emo violence|Hipster metal
5568	David Bazan	Detroit techno|Jam rock|Grindcore|Blues-rock|West Coast hip hop|Oi!|Emo|Pop|Deathcore|Cuban Hip Hop Latin Electronic|Folk metal|Classic rock|Hardcore techno
5569	Die Toten Hosen	Japanese Pop|Funkcore|Madchester|Goa trance|Pop|Goa trance|Seven-string guitar|Madchester|Metallic Doom Rock|Breakbeat|Nu metal|Industrial|Gospel|Grindcore|Nu metal
5570	Troublemakers	
5571	Amy Macdonald	Metallic Doom Rock|Salsa|Pop|Psychedelic rock|Sacred|Madrigal|Electronic opera|Virtual band|Madrigal|Visual Kei|Gospel|Heavy metal|Punk blues|Speed metal|Danzón|Trip hop|Music of Andalusia|Deathrock|Bluegrass|Japanese Pop|G-funk|Post-punk|Folk rock|Speed metal|Symphonic black metal|Grunk|Christian alternative rock|Techno|Rapcore|Acoustic guitar|Clownstep|Acid techno|Christian rock|Bozlak|Electronic art|Kusemai|Afro-Caribbean
5572	Dead or Alive	Heavy metal|Electronic opera|Psychedelic rock|Disco|Metallic Doom Rock|Salsa|Trip hop|Techno|Virtual band|Dubstep|Timba|Kirana Gharana|Seven-string guitar|Sludge metal|Jam rock|Punk blues|Danzón|Gospel|Industrial|Grunge|Post-punk|Pop-rap|Acid techno|Deathrock|Hard trance|Carnatic|Salegy|Progressive metal|Music of Rostov|Oriental metal|Filmi|Harsh noise|Choral
5573	Noir Désir	Doo-wop|Salegy|Punk blues|Trip hop|Salsa|Acid techno|Virtual band|Groove metal|Grunk|Tech house|Adult album alternative|Alternative dance|Neo-classical metal|Melodic hardcore|Go go|Merenrap|Ramkbach|Punk blues
5574	The Dø	Minimal techno|Japanese Pop|Slovenian-style polka|Pop|Gospel|Nu metal
5575	Ice Cube & Paul Oakenfold	Doo-wop|Salsa|Speed metal|Progressive metal|Melodic hardcore|Madrigal|Extempo|Latin rap|Metallic Doom Rock|Punk blues|Trip hop|Teen pop|Acoustic guitar|Acid techno|Visual Kei|Electronic opera|Kecapi suling|Heavy metal|Go go
5577	Hoyt Scoggins	Classical Piano|Music of Montenegro|Polkacore|Kirana Gharana|Post-bakalao|Psychedelic rock|Acid techno|Pop|Southern rock|Motorik|Plainsong|Jazz
5578	Al Hendrix	Doo-wop|Sonata form|Techno|Madrigal|Disco|Melodic death metal
